customerid,firstname,lastname,orderid,quantity,title,price,categoryname
1185,GSBYIL,STUEWOKZHQ,1034,1,ACADEMY CELEBRITY,19.99,Comedy
1185,GSBYIL,STUEWOKZHQ,1034,2,ACADEMY ARACHNOPHOBIA,26.99,Horror
1185,GSBYIL,STUEWOKZHQ,1034,1,ACADEMY ROUGE,27.99,New
1185,GSBYIL,STUEWOKZHQ,1034,1,ACADEMY CREEPERS,29.99,Sci-Fi
1429,JMFDFQ,XDZXKBKSFW,1035,3,ACADEMY HONEY,14.99,Sports
1429,JMFDFQ,XDZXKBKSFW,1035,3,ACADEMY VALLEY,22.99,Classics
1429,JMFDFQ,XDZXKBKSFW,1035,1,ACADEMY CLEOPATRA,21.99,New
1429,JMFDFQ,XDZXKBKSFW,1035,1,ACADEMY GUN,27.99,Documentary
1429,JMFDFQ,XDZXKBKSFW,1035,3,ACADEMY ANTITRUST,10.99,Travel
1429,JMFDFQ,XDZXKBKSFW,1035,2,ACADEMY CIDER,24.99,Classics
1429,JMFDFQ,XDZXKBKSFW,1035,2,ACADEMY CINCINATTI,11.99,Documentary
1674,SVGJYG,AFGMCWHOLK,1036,1,ACADEMY WATCH,25.99,Music
1674,SVGJYG,AFGMCWHOLK,1036,3,ACADEMY ACADEMY,25.99,Sci-Fi
1674,SVGJYG,AFGMCWHOLK,1036,3,ACADEMY JEOPARDY,12.99,Sports
1674,SVGJYG,AFGMCWHOLK,1036,3,ACADEMY EVE,27.99,Sci-Fi
1674,SVGJYG,AFGMCWHOLK,1036,3,ACADEMY AFRICAN,11.99,Children
1674,SVGJYG,AFGMCWHOLK,1036,2,ACADEMY GROUNDHOG,23.99,Children
1674,SVGJYG,AFGMCWHOLK,1036,3,ACADEMY LUKE,29.99,Sci-Fi
1674,SVGJYG,AFGMCWHOLK,1036,2,ACADEMY MANCHURIAN,27.99,Animation
1422,RIRKTC,KFWJSNUAIN,1037,2,ACADEMY REUNION,27.99,Documentary
1422,RIRKTC,KFWJSNUAIN,1037,3,ACADEMY SPLENDOR,25.99,Action
1422,RIRKTC,KFWJSNUAIN,1037,3,ACADEMY VOYAGE,28.99,Travel
1422,RIRKTC,KFWJSNUAIN,1037,1,ACADEMY GABLES,21.99,Games
1422,RIRKTC,KFWJSNUAIN,1037,1,ACADEMY SONS,23.99,Classics
1422,RIRKTC,KFWJSNUAIN,1037,3,ACADEMY WATCH,25.99,Music
1422,RIRKTC,KFWJSNUAIN,1037,3,ACADEMY HOMICIDE,26.99,Comedy
1422,RIRKTC,KFWJSNUAIN,1037,3,ACADEMY SENSIBILITY,21.99,Sci-Fi
1422,RIRKTC,KFWJSNUAIN,1037,1,ACADEMY RACER,23.99,Children
1426,HUVRQZ,EPDAZIEFTJ,1038,2,ACADEMY GOLD,25.99,Animation
1426,HUVRQZ,EPDAZIEFTJ,1038,3,ACADEMY SECRETARY,18.99,Animation
1426,HUVRQZ,EPDAZIEFTJ,1038,2,ACADEMY WAIT,26.99,Animation
1426,HUVRQZ,EPDAZIEFTJ,1038,2,ACADEMY NUTS,9.99,Horror
1426,HUVRQZ,EPDAZIEFTJ,1038,2,ACADEMY GREEDY,20.99,Games
1426,HUVRQZ,EPDAZIEFTJ,1038,1,ACADEMY CLASH,22.99,Sci-Fi
1426,HUVRQZ,EPDAZIEFTJ,1038,1,ACADEMY DIVINE,23.99,Music
1426,HUVRQZ,EPDAZIEFTJ,1038,2,ACADEMY CROW,12.99,Music
1426,HUVRQZ,EPDAZIEFTJ,1038,1,ACADEMY DRIFTER,25.99,New
430,SADBYE,LQFAMCRRWU,1039,2,ACADEMY CONNECTION,13.99,Games
430,SADBYE,LQFAMCRRWU,1039,3,ACADEMY DIVORCE,18.99,Drama
430,SADBYE,LQFAMCRRWU,1039,3,ACADEMY OSCAR,28.99,Travel
1170,RMXVJL,VGDCHGMTMO,1040,2,ACADEMY BENEATH,11.99,Comedy
1170,RMXVJL,VGDCHGMTMO,1040,1,ACADEMY TEQUILA,29.99,Games
1170,RMXVJL,VGDCHGMTMO,1040,2,ACADEMY VICTORY,28.99,Comedy
1170,RMXVJL,VGDCHGMTMO,1040,1,ACADEMY MANCHURIAN,27.99,Animation
1170,RMXVJL,VGDCHGMTMO,1040,3,ACADEMY TADPOLE,17.99,Documentary
1170,RMXVJL,VGDCHGMTMO,1040,1,ACADEMY LONELY,15.99,Family
1170,RMXVJL,VGDCHGMTMO,1040,3,ACADEMY SNATCH,22.99,Comedy
1170,RMXVJL,VGDCHGMTMO,1040,1,ACADEMY POND,21.99,Family
1170,RMXVJL,VGDCHGMTMO,1040,2,ACADEMY ROBBERS,14.99,Action
1061,QRSQNL,RDZOCETXNB,1041,1,ACADEMY BULWORTH,28.99,Games
1061,QRSQNL,RDZOCETXNB,1041,3,ACADEMY FURY,18.99,Music
1061,QRSQNL,RDZOCETXNB,1041,3,ACADEMY WESTWARD,11.99,Documentary
1061,QRSQNL,RDZOCETXNB,1041,3,ACADEMY FREDDY,12.99,Foreign
1061,QRSQNL,RDZOCETXNB,1041,2,ACADEMY TRAINSPOTTING,14.99,Animation
1576,FPFYBI,SNQLEPXHWC,1042,3,ACADEMY FANTASIA,27.99,Family
1576,FPFYBI,SNQLEPXHWC,1042,1,ACADEMY MASKED,23.99,Foreign
1576,FPFYBI,SNQLEPXHWC,1042,1,ACADEMY PLUTO,9.99,Children
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY MATRIX,14.99,New
998,MKYXYL,NLIGZIXVQQ,1043,3,ACADEMY MASSACRE,19.99,Foreign
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY BIRDS,28.99,Comedy
998,MKYXYL,NLIGZIXVQQ,1043,1,ACADEMY FANTASY,11.99,Games
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY OKLAHOMA,25.99,Foreign
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY VALENTINE,14.99,Music
998,MKYXYL,NLIGZIXVQQ,1043,1,ACADEMY MODERN,29.99,Travel
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY GATHERING,13.99,Sports
998,MKYXYL,NLIGZIXVQQ,1043,2,ACADEMY PATTON,22.99,Drama
165,UEHVZW,ZSMXIGCUOH,1044,2,ACADEMY BEACH,15.99,Animation
165,UEHVZW,ZSMXIGCUOH,1044,3,ACADEMY SAGEBRUSH,29.99,Action
165,UEHVZW,ZSMXIGCUOH,1044,1,ACADEMY MAGNOLIA,17.99,Foreign
165,UEHVZW,ZSMXIGCUOH,1044,2,ACADEMY DOOM,9.99,Foreign
165,UEHVZW,ZSMXIGCUOH,1044,3,ACADEMY ALI,24.99,Family
165,UEHVZW,ZSMXIGCUOH,1044,2,ACADEMY TRANSLATION,22.99,Foreign
1966,CKEVQI,PCXXUQEQRK,1045,3,ACADEMY COLDBLOODED,23.99,Classics
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY MOTHER,25.99,New
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY EXORCIST,26.99,Sports
1966,CKEVQI,PCXXUQEQRK,1045,2,ACADEMY GLASS,19.99,Children
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY PINOCCHIO,26.99,Games
1966,CKEVQI,PCXXUQEQRK,1045,3,ACADEMY FACTORY,22.99,Sports
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY BUNCH,29.99,Family
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY LUST,14.99,New
1966,CKEVQI,PCXXUQEQRK,1045,1,ACADEMY PANTHER,20.99,Children
407,WOBIDR,JVURGIKWFI,1046,2,ACADEMY MASSAGE,23.99,Action
407,WOBIDR,JVURGIKWFI,1046,2,ACADEMY WAKE,28.99,Foreign
1207,USMSBQ,OINSBXSZSI,1047,2,ACADEMY MANCHURIAN,27.99,Animation
1207,USMSBQ,OINSBXSZSI,1047,1,ACADEMY PERFECT,23.99,Sci-Fi
1207,USMSBQ,OINSBXSZSI,1047,3,ACADEMY RAIDERS,22.99,Children
1207,USMSBQ,OINSBXSZSI,1047,1,ACADEMY FUGITIVE,9.99,Sci-Fi
1207,USMSBQ,OINSBXSZSI,1047,1,ACADEMY MURDER,25.99,Family
1207,USMSBQ,OINSBXSZSI,1047,3,ACADEMY BREAKING,21.99,Action
1207,USMSBQ,OINSBXSZSI,1047,1,ACADEMY WOMEN,16.99,Games
1207,USMSBQ,OINSBXSZSI,1047,2,ACADEMY BUBBLE,16.99,Games
1207,USMSBQ,OINSBXSZSI,1047,3,ACADEMY GOLDFINGER,29.99,Documentary
545,CDZZKT,CFUWODLMUA,1048,2,ACADEMY HOLES,10.99,Travel
545,CDZZKT,CFUWODLMUA,1048,2,ACADEMY LEAGUE,10.99,Action
875,GCEBQT,OMSYKPRAPP,1049,2,ACADEMY HOCUS,15.99,Classics
875,GCEBQT,OMSYKPRAPP,1049,1,ACADEMY BEAUTY,17.99,Foreign
875,GCEBQT,OMSYKPRAPP,1049,3,ACADEMY POLISH,18.99,Documentary
875,GCEBQT,OMSYKPRAPP,1049,1,ACADEMY BANGER,24.99,Games
1324,TMHKAM,TVDYZWIUUE,1050,1,ACADEMY MEMENTO,18.99,Children
1324,TMHKAM,TVDYZWIUUE,1050,3,ACADEMY CHICKEN,18.99,Action
1324,TMHKAM,TVDYZWIUUE,1050,2,ACADEMY MANCHURIAN,27.99,Animation
1324,TMHKAM,TVDYZWIUUE,1050,2,ACADEMY HOMEWARD,27.99,Travel
1324,TMHKAM,TVDYZWIUUE,1050,2,ACADEMY SENSIBILITY,21.99,Sci-Fi
1324,TMHKAM,TVDYZWIUUE,1050,1,ACADEMY LUCK,20.99,Sports
1324,TMHKAM,TVDYZWIUUE,1050,1,ACADEMY TREASURE,19.99,Action
1324,TMHKAM,TVDYZWIUUE,1050,3,ACADEMY MICROCOSMOS,29.99,Horror
1324,TMHKAM,TVDYZWIUUE,1050,2,ACADEMY JOON,27.99,Music
1812,UGMOOQ,IRGUFVHWIU,1051,3,ACADEMY YOUNG,18.99,Family
1812,UGMOOQ,IRGUFVHWIU,1051,1,ACADEMY CONQUERER,17.99,Animation
1812,UGMOOQ,IRGUFVHWIU,1051,1,ACADEMY SINNERS,16.99,Classics
1812,UGMOOQ,IRGUFVHWIU,1051,3,ACADEMY RAGING,27.99,Comedy
557,LQWKMD,DGHPAIKLEZ,1052,2,ACADEMY VOLCANO,20.99,Animation
749,KGPLNX,TQZPYDEKWB,1053,2,ACADEMY SANTA,13.99,Sci-Fi
749,KGPLNX,TQZPYDEKWB,1053,3,ACADEMY MONSOON,23.99,Comedy
749,KGPLNX,TQZPYDEKWB,1053,1,ACADEMY HEARTBREAKERS,24.99,Horror
749,KGPLNX,TQZPYDEKWB,1053,3,ACADEMY MERMAID,23.99,Travel
1830,SYZHTD,WMPQVJUCPR,1054,3,ACADEMY FLASH,20.99,Sports
1830,SYZHTD,WMPQVJUCPR,1054,2,ACADEMY MASSACRE,19.99,Foreign
1830,SYZHTD,WMPQVJUCPR,1054,2,ACADEMY STING,22.99,Sci-Fi
1830,SYZHTD,WMPQVJUCPR,1054,2,ACADEMY LIGHTS,12.99,Sci-Fi
1830,SYZHTD,WMPQVJUCPR,1054,2,ACADEMY DAUGHTER,18.99,Music
1830,SYZHTD,WMPQVJUCPR,1054,1,ACADEMY SPY,29.99,Games
1830,SYZHTD,WMPQVJUCPR,1054,3,ACADEMY MONSOON,23.99,Comedy
1830,SYZHTD,WMPQVJUCPR,1054,1,ACADEMY LUCK,20.99,Sports
716,URQZWA,XMMIHHDHQZ,1055,1,ACADEMY REAR,27.99,Children
716,URQZWA,XMMIHHDHQZ,1055,1,ACADEMY MOD,24.99,Children
716,URQZWA,XMMIHHDHQZ,1055,1,ACADEMY GALAXY,17.99,Games
716,URQZWA,XMMIHHDHQZ,1055,1,ACADEMY AMELIE,17.99,Classics
716,URQZWA,XMMIHHDHQZ,1055,3,ACADEMY BILKO,15.99,Family
716,URQZWA,XMMIHHDHQZ,1055,2,ACADEMY STORY,28.99,Foreign
716,URQZWA,XMMIHHDHQZ,1055,2,ACADEMY NECKLACE,17.99,Travel
716,URQZWA,XMMIHHDHQZ,1055,2,ACADEMY TITANIC,29.99,Music
716,URQZWA,XMMIHHDHQZ,1055,2,ACADEMY SEATTLE,24.99,Horror
1976,PEXRQF,ZTPSYSQPSQ,1056,2,ACADEMY BONNIE,20.99,Drama
1976,PEXRQF,ZTPSYSQPSQ,1056,2,ACADEMY OPEN,14.99,Animation
1976,PEXRQF,ZTPSYSQPSQ,1056,3,ACADEMY POTLUCK,26.99,Drama
1976,PEXRQF,ZTPSYSQPSQ,1056,1,ACADEMY WOLVES,25.99,Games
1976,PEXRQF,ZTPSYSQPSQ,1056,3,ACADEMY RAINBOW,29.99,Documentary
1976,PEXRQF,ZTPSYSQPSQ,1056,1,ACADEMY INVASION,17.99,Comedy
1976,PEXRQF,ZTPSYSQPSQ,1056,3,ACADEMY SOUP,10.99,Games
1976,PEXRQF,ZTPSYSQPSQ,1056,3,ACADEMY INCH,16.99,Children
1053,CZCLXT,GGLNFEVGYY,1057,1,ACADEMY TWISTED,25.99,Family
1053,CZCLXT,GGLNFEVGYY,1057,3,ACADEMY CHAINSAW,29.99,Music
1053,CZCLXT,GGLNFEVGYY,1057,3,ACADEMY ROOM,14.99,Travel
1053,CZCLXT,GGLNFEVGYY,1057,3,ACADEMY DESPERATE,17.99,Documentary
1053,CZCLXT,GGLNFEVGYY,1057,1,ACADEMY TOMATOES,12.99,Animation
1053,CZCLXT,GGLNFEVGYY,1057,3,ACADEMY NATIONAL,14.99,Drama
1053,CZCLXT,GGLNFEVGYY,1057,1,ACADEMY MYSTIC,15.99,Music
609,HAFIDZ,TTYQYZBXFU,1058,3,ACADEMY MONEY,27.99,Sports
609,HAFIDZ,TTYQYZBXFU,1058,1,ACADEMY EMPIRE,15.99,Horror
609,HAFIDZ,TTYQYZBXFU,1058,1,ACADEMY BEAR,14.99,Drama
609,HAFIDZ,TTYQYZBXFU,1058,2,ACADEMY SWARM,25.99,Horror
609,HAFIDZ,TTYQYZBXFU,1058,3,ACADEMY VIETNAM,10.99,Drama
609,HAFIDZ,TTYQYZBXFU,1058,2,ACADEMY ARMY,21.99,Drama
1915,IWZRSN,CKABHMZSPC,1059,2,ACADEMY SCALAWAG,13.99,Documentary
1915,IWZRSN,CKABHMZSPC,1059,3,ACADEMY KILL,14.99,Children
1915,IWZRSN,CKABHMZSPC,1059,2,ACADEMY GUN,27.99,Documentary
1915,IWZRSN,CKABHMZSPC,1059,1,ACADEMY CALENDAR,11.99,Family
1915,IWZRSN,CKABHMZSPC,1059,3,ACADEMY GOODFELLAS,23.99,Children
1915,IWZRSN,CKABHMZSPC,1059,3,ACADEMY DRIVING,16.99,Sci-Fi
602,HAZNDC,ORAACGTYJO,1060,3,ACADEMY BEAST,22.99,Family
602,HAZNDC,ORAACGTYJO,1060,1,ACADEMY PHANTOM,24.99,Travel
602,HAZNDC,ORAACGTYJO,1060,2,ACADEMY VALLEY,22.99,Classics
602,HAZNDC,ORAACGTYJO,1060,3,ACADEMY NUTS,9.99,Horror
602,HAZNDC,ORAACGTYJO,1060,3,ACADEMY ENEMY,14.99,Documentary
602,HAZNDC,ORAACGTYJO,1060,3,ACADEMY JAWBREAKER,13.99,Games
720,TJWXIV,XCPQSXWWTT,1061,3,ACADEMY WONDERLAND,26.99,Animation
720,TJWXIV,XCPQSXWWTT,1061,2,ACADEMY GROOVE,23.99,Sports
720,TJWXIV,XCPQSXWWTT,1061,2,ACADEMY DEEP,12.99,Sports
720,TJWXIV,XCPQSXWWTT,1061,2,ACADEMY GRADUATE,13.99,New
1254,JSGPQF,ONVCEHOUBO,1062,1,ACADEMY UPTOWN,21.99,Children
1254,JSGPQF,ONVCEHOUBO,1062,3,ACADEMY SUPER,20.99,New
1254,JSGPQF,ONVCEHOUBO,1062,2,ACADEMY VICTORY,28.99,Comedy
1743,AGZWKF,QLEGPCFQBQ,1063,2,ACADEMY ROSES,18.99,Documentary
1743,AGZWKF,QLEGPCFQBQ,1063,1,ACADEMY HEAD,13.99,Action
1743,AGZWKF,QLEGPCFQBQ,1063,1,ACADEMY CADDYSHACK,9.99,Children
1743,AGZWKF,QLEGPCFQBQ,1063,2,ACADEMY MINORITY,11.99,Sports
1743,AGZWKF,QLEGPCFQBQ,1063,2,ACADEMY HOOK,28.99,Horror
1743,AGZWKF,QLEGPCFQBQ,1063,3,ACADEMY EASY,12.99,Classics
1743,AGZWKF,QLEGPCFQBQ,1063,2,ACADEMY VARSITY,16.99,Action
618,UFWYXE,CAKOJTPUSX,1064,2,ACADEMY VANISHING,9.99,Sci-Fi
618,UFWYXE,CAKOJTPUSX,1064,3,ACADEMY SEATTLE,24.99,Horror
618,UFWYXE,CAKOJTPUSX,1064,2,ACADEMY ROMAN,12.99,Horror
618,UFWYXE,CAKOJTPUSX,1064,3,ACADEMY STRAIGHT,9.99,Family
618,UFWYXE,CAKOJTPUSX,1064,3,ACADEMY CONVERSATION,14.99,Music
537,DSLZEM,XBFCKNRKJO,1065,1,ACADEMY OPERATION,19.99,Drama
537,DSLZEM,XBFCKNRKJO,1065,3,ACADEMY LESSON,14.99,Music
537,DSLZEM,XBFCKNRKJO,1065,1,ACADEMY CHAPLIN,11.99,Children
1130,WNKFEV,NBSXVZBOXL,1066,2,ACADEMY GREATEST,26.99,New
1130,WNKFEV,NBSXVZBOXL,1066,3,ACADEMY VOLUME,12.99,Games
1130,WNKFEV,NBSXVZBOXL,1066,1,ACADEMY TRANSLATION,22.99,Foreign
1130,WNKFEV,NBSXVZBOXL,1066,3,ACADEMY DARLING,17.99,Sci-Fi
1130,WNKFEV,NBSXVZBOXL,1066,3,ACADEMY PARADISE,19.99,Games
795,RQCHTQ,HJGAXKLRVM,1067,3,ACADEMY BIRDS,28.99,Comedy
795,RQCHTQ,HJGAXKLRVM,1067,2,ACADEMY LEAGUE,10.99,Action
795,RQCHTQ,HJGAXKLRVM,1067,1,ACADEMY BLADE,17.99,Games
795,RQCHTQ,HJGAXKLRVM,1067,3,ACADEMY UNFORGIVEN,29.99,Sports
795,RQCHTQ,HJGAXKLRVM,1067,2,ACADEMY FEATHERS,25.99,Classics
795,RQCHTQ,HJGAXKLRVM,1067,2,ACADEMY INTENTIONS,21.99,Comedy
1307,NXXVBA,PAMYUSPSKD,1068,2,ACADEMY CAMELOT,18.99,Games
1307,NXXVBA,PAMYUSPSKD,1068,1,ACADEMY SIERRA,9.99,Travel
1404,AGLMRI,IIXBWKPLIH,1069,3,ACADEMY MADNESS,13.99,Games
1404,AGLMRI,IIXBWKPLIH,1069,1,ACADEMY DWARFS,25.99,Family
1404,AGLMRI,IIXBWKPLIH,1069,3,ACADEMY CHICKEN,18.99,Action
438,PGYYTO,LNYIHJUVJM,1070,3,ACADEMY STOCK,22.99,Classics
438,PGYYTO,LNYIHJUVJM,1070,3,ACADEMY LIFE,14.99,Sports
438,PGYYTO,LNYIHJUVJM,1070,3,ACADEMY KARATE,12.99,New
1914,ZCWHJW,OLRMYXMXKD,1071,1,ACADEMY MUSIC,23.99,Music
1914,ZCWHJW,OLRMYXMXKD,1071,3,ACADEMY VILLAIN,20.99,Animation
1914,ZCWHJW,OLRMYXMXKD,1071,3,ACADEMY PARADISE,19.99,Games
1914,ZCWHJW,OLRMYXMXKD,1071,3,ACADEMY SHIP,14.99,Comedy
1914,ZCWHJW,OLRMYXMXKD,1071,3,ACADEMY HUNGER,20.99,Sports
1914,ZCWHJW,OLRMYXMXKD,1071,3,ACADEMY ACE,20.99,Documentary
1914,ZCWHJW,OLRMYXMXKD,1071,1,ACADEMY NETWORK,14.99,Children
1525,MQUCVM,KYFUEQQMMS,1072,3,ACADEMY WOLVES,25.99,Games
1656,USKGCM,VXRNLPZTRK,1073,1,ACADEMY MOSQUITO,23.99,Family
1656,USKGCM,VXRNLPZTRK,1073,3,ACADEMY PULP,11.99,Horror
1656,USKGCM,VXRNLPZTRK,1073,3,ACADEMY BOILED,23.99,Children
1656,USKGCM,VXRNLPZTRK,1073,3,ACADEMY MAIDEN,23.99,Family
1656,USKGCM,VXRNLPZTRK,1073,2,ACADEMY DOORS,24.99,Travel
1656,USKGCM,VXRNLPZTRK,1073,3,ACADEMY HILLS,24.99,Family
1656,USKGCM,VXRNLPZTRK,1073,1,ACADEMY DINOSAUR,20.99,Foreign
1656,USKGCM,VXRNLPZTRK,1073,3,ACADEMY NIGHTMARE,18.99,Classics
1249,KGPNDS,IDXKQJEXIY,1074,3,ACADEMY TIES,19.99,Horror
1249,KGPNDS,IDXKQJEXIY,1074,1,ACADEMY INSIDER,29.99,Horror
1249,KGPNDS,IDXKQJEXIY,1074,2,ACADEMY UNFAITHFUL,9.99,Classics
1249,KGPNDS,IDXKQJEXIY,1074,1,ACADEMY TOWERS,21.99,Music
1249,KGPNDS,IDXKQJEXIY,1074,2,ACADEMY EASY,12.99,Classics
1249,KGPNDS,IDXKQJEXIY,1074,3,ACADEMY CIRCUS,28.99,Classics
1249,KGPNDS,IDXKQJEXIY,1074,3,ACADEMY PARK,15.99,Comedy
1483,AZUHUF,ZIBGEFZTXI,1075,1,ACADEMY HOTEL,21.99,Children
1483,AZUHUF,ZIBGEFZTXI,1075,3,ACADEMY REBEL,17.99,Music
1483,AZUHUF,ZIBGEFZTXI,1075,3,ACADEMY WATERFRONT,29.99,Children
1173,LDICFS,OSPHKNWUCC,1076,1,ACADEMY DARLING,17.99,Sci-Fi
1173,LDICFS,OSPHKNWUCC,1076,1,ACADEMY SPY,29.99,Games
592,MQEDCY,WQQMFJCUKS,1077,1,ACADEMY ROCKY,25.99,Drama
18,KASOVP,LMZBBQPFFQ,1078,1,ACADEMY TARZAN,26.99,Action
18,KASOVP,LMZBBQPFFQ,1078,2,ACADEMY GLASS,19.99,Children
18,KASOVP,LMZBBQPFFQ,1078,1,ACADEMY WIFE,26.99,Sci-Fi
18,KASOVP,LMZBBQPFFQ,1078,2,ACADEMY SEARCHERS,26.99,Animation
18,KASOVP,LMZBBQPFFQ,1078,2,ACADEMY DOUBTFIRE,13.99,Games
418,JIBTRD,VANCNXNYFJ,1079,1,ACADEMY SIERRA,9.99,Travel
418,JIBTRD,VANCNXNYFJ,1079,1,ACADEMY IDOLS,29.99,Action
418,JIBTRD,VANCNXNYFJ,1079,1,ACADEMY FLYING,10.99,Classics
964,CSIGCM,UVHGELUBUQ,1080,1,ACADEMY MASK,24.99,Games
964,CSIGCM,UVHGELUBUQ,1080,3,ACADEMY EVOLUTION,23.99,Family
964,CSIGCM,UVHGELUBUQ,1080,3,ACADEMY FOREVER,11.99,Family
407,WOBIDR,JVURGIKWFI,1081,1,ACADEMY RUSH,23.99,Classics
407,WOBIDR,JVURGIKWFI,1081,2,ACADEMY WATERSHIP,11.99,New
407,WOBIDR,JVURGIKWFI,1081,1,ACADEMY JAPANESE,10.99,Action
407,WOBIDR,JVURGIKWFI,1081,3,ACADEMY ALTER,27.99,Travel
407,WOBIDR,JVURGIKWFI,1081,2,ACADEMY HOCUS,15.99,Classics
407,WOBIDR,JVURGIKWFI,1081,1,ACADEMY BADMAN,23.99,New
407,WOBIDR,JVURGIKWFI,1081,2,ACADEMY LEAGUE,10.99,Action
407,WOBIDR,JVURGIKWFI,1081,3,ACADEMY DEER,17.99,Music
652,YZNFUF,PAAMQYKXTW,1082,3,ACADEMY MIDSUMMER,17.99,Animation
652,YZNFUF,PAAMQYKXTW,1082,3,ACADEMY PITY,23.99,Documentary
652,YZNFUF,PAAMQYKXTW,1082,1,ACADEMY SILENCE,26.99,Travel
652,YZNFUF,PAAMQYKXTW,1082,1,ACADEMY RIDGEMONT,28.99,Horror
1650,YFTEGJ,NSABPUVPOB,1083,3,ACADEMY TITANS,19.99,Sports
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY KANE,21.99,Children
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY CONNECTICUT,18.99,New
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY BUBBLE,16.99,Games
1650,YFTEGJ,NSABPUVPOB,1083,1,ACADEMY WEDDING,27.99,Children
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY SLUMS,25.99,Family
1650,YFTEGJ,NSABPUVPOB,1083,1,ACADEMY OZ,19.99,Children
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY FIGHT,19.99,Animation
1650,YFTEGJ,NSABPUVPOB,1083,2,ACADEMY GHOSTBUSTERS,19.99,New
1860,IQYIKJ,HQPDRJXYFY,1084,1,ACADEMY SIERRA,9.99,Travel
1860,IQYIKJ,HQPDRJXYFY,1084,2,ACADEMY JINGLE,23.99,Classics
1860,IQYIKJ,HQPDRJXYFY,1084,3,ACADEMY LONELY,15.99,Family
1860,IQYIKJ,HQPDRJXYFY,1084,2,ACADEMY GARDEN,29.99,New
1860,IQYIKJ,HQPDRJXYFY,1084,1,ACADEMY PATTON,22.99,Drama
315,KTDEWN,KFMULIIRXH,1085,3,ACADEMY PEACH,28.99,Drama
315,KTDEWN,KFMULIIRXH,1085,2,ACADEMY EASY,12.99,Classics
315,KTDEWN,KFMULIIRXH,1085,1,ACADEMY SUICIDES,11.99,Sci-Fi
315,KTDEWN,KFMULIIRXH,1085,2,ACADEMY BUTTERFLY,22.99,Travel
315,KTDEWN,KFMULIIRXH,1085,2,ACADEMY CABIN,13.99,Children
315,KTDEWN,KFMULIIRXH,1085,2,ACADEMY VIDEOTAPE,12.99,Music
315,KTDEWN,KFMULIIRXH,1085,3,ACADEMY BAREFOOT,26.99,Sports
1136,LPBUAW,CQHKFDBJZX,1086,3,ACADEMY TAXI,17.99,Action
1136,LPBUAW,CQHKFDBJZX,1086,2,ACADEMY RANGE,16.99,Action
127,ARPTOL,VZMUPMMPQK,1087,2,ACADEMY FATAL,28.99,Family
1828,XLYFOT,QDAYIEPHKY,1088,2,ACADEMY NIGHTMARE,18.99,Classics
1828,XLYFOT,QDAYIEPHKY,1088,2,ACADEMY LIBERTY,10.99,Sports
1828,XLYFOT,QDAYIEPHKY,1088,2,ACADEMY INSIDER,29.99,Horror
1828,XLYFOT,QDAYIEPHKY,1088,2,ACADEMY WRATH,13.99,Foreign
1828,XLYFOT,QDAYIEPHKY,1088,3,ACADEMY BAKED,13.99,Travel
1828,XLYFOT,QDAYIEPHKY,1088,1,ACADEMY ARACHNOPHOBIA,26.99,Horror
1828,XLYFOT,QDAYIEPHKY,1088,2,ACADEMY PEACH,28.99,Drama
1828,XLYFOT,QDAYIEPHKY,1088,3,ACADEMY PERSONAL,12.99,Travel
1100,FGYLPS,ZIPWAJUFHH,1089,3,ACADEMY WANDA,14.99,Drama
1100,FGYLPS,ZIPWAJUFHH,1089,3,ACADEMY HANGING,11.99,Action
1100,FGYLPS,ZIPWAJUFHH,1089,3,ACADEMY ARMY,21.99,Drama
521,SSHUVK,JPITPTRZIO,1090,1,ACADEMY CHOCOLATE,22.99,Music
521,SSHUVK,JPITPTRZIO,1090,2,ACADEMY SONS,23.99,Classics
521,SSHUVK,JPITPTRZIO,1090,1,ACADEMY REDEMPTION,26.99,Sports
521,SSHUVK,JPITPTRZIO,1090,3,ACADEMY EXPECATIONS,22.99,Music
687,TWGLPD,ILZLJDSISE,1091,1,ACADEMY IDENTITY,27.99,Drama
687,TWGLPD,ILZLJDSISE,1091,1,ACADEMY FINDING,19.99,Animation
687,TWGLPD,ILZLJDSISE,1091,3,ACADEMY CRAZY,20.99,Horror
687,TWGLPD,ILZLJDSISE,1091,3,ACADEMY PERFECT,23.99,Sci-Fi
687,TWGLPD,ILZLJDSISE,1091,2,ACADEMY DYING,9.99,Animation
687,TWGLPD,ILZLJDSISE,1091,2,ACADEMY ROOF,16.99,Animation
